# StartTime = 12/08/2024 02:42:21.1452 PM
Time (sec), Vehicle speed (MPH), Control module voltage (V), Engine RPM (RPM), Engine coolant temperature (°F), Ambient air temperature (°F), Engine oil temperature (°F), Absolute load value (%), Actual engine - percent torque (%), Barometric pressure (inHg), Total fuel economy (MPG), Total CO2 (lbs), Instant CO2 rate (lb/mile), Instant fuel economy (MPG), Fuel rate (gal/hr), CO2 flow (lb/min)
25.543,0,13.384,1408.25,120.2,44.6,96.8,19.21569,13,29.2348,18.82999,43.1906,0,0,0.6177913,0.2017689
26.045,0,13.325,1427.75,122,44.6,98.6,20.39216,12,29.2348,18.82943,43.19189,0,0,0.6284124,0.2052377
26.407,0,13.325,1384.25,122,44.6,98.6,20.39216,13,29.2348,18.8284,43.19425,0,0,0.5858921,0.1913508
26.784,0,13.325,1372,122,44.6,98.6,19.60784,13,29.2348,18.82792,43.19535,0,0,0.5620135,0.1835521
27.192,0,13.325,1344.5,122,44.6,98.6,19.60784,13,29.2348,18.82747,43.1964,0,0,0.5283487,0.1725572
27.601,0,13.325,1296.75,122,44.6,98.6,19.60784,13,29.2348,18.82697,43.19754,0,0,0.5575368,0.18209
27.978,0,13.325,1303.75,122,44.6,98.6,18.82353,11,29.2348,18.82645,43.19872,0,0,0.5114551,0.1670398
28.323,0,13.325,1303.75,122,44.6,98.6,19.60784,11,29.2348,18.82598,43.19981,0,0,0.4706787,0.1537224
28.764,0,13.325,1289.25,122,44.6,98.6,18.82353,12,29.2348,18.82553,43.20083,0,0,0.5466652,0.1785393
29.110,0,13.325,1284.5,122,44.6,98.6,19.60784,11,29.2348,18.8251,43.20182,0,0,0.5272856,0.17221
29.645,0,13.325,1259.5,122,44.6,98.6,19.21569,11,29.2348,18.82456,43.20305,0,0,0.4927971,0.1609462
30.022,0,13.354,1237.75,122,44.6,98.6,19.60784,12,29.2348,18.82411,43.20409,0,0,0.5034758,0.1644338
30.493,0,13.354,1200.5,122,44.6,98.6,20,12,29.2348,18.82355,43.20539,0,0,0.4751462,0.1551814
30.856,0,13.354,1208,122,44.6,98.6,21.17647,13,29.2348,18.8231,43.20641,0,0,0.5237789,0.1710647
31.249,0,13.354,1238.75,122,44.6,98.6,20,13,29.2348,18.8225,43.20778,0,0,0.5317254,0.1736601
31.594,0,13.354,1217.75,122,44.6,98.6,18.03922,11,29.2348,18.82204,43.20884,0,0,0.5370173,0.1753884
32.019,0,13.354,1213.25,122,44.6,98.6,19.21569,12,29.2348,18.82158,43.2099,0,0,0.4954817,0.161823
32.396,0,13.354,1200.5,122,44.6,98.6,20,12,29.2348,18.82119,43.2108,0,0,0.4609608,0.1505485
32.758,0,13.354,1201.75,122,44.6,98.6,20,13,29.2348,18.82066,43.21202,0,0,0.547617,0.1788502
33.121,0,13.354,1221.75,122,44.6,98.6,19.21569,12,29.2348,18.82021,43.21304,0,0,0.4768279,0.1557307
33.751,0,13.354,1217.5,122,44.6,98.6,18.82353,12,29.2348,18.81981,43.21397,0,0,0.4910276,0.1603683
34.271,0,13.286,1195.25,123.8,44.6,100.4,20,12,29.2348,18.81935,43.21502,0,0,0.4883734,0.1595014
34.633,0,13.286,1223.25,123.8,44.6,100.4,19.60784,12,29.2348,18.81844,43.21711,0,0,0.5095914,0.1664311
34.995,0,13.286,1222,123.8,44.6,100.4,20,12,29.2348,18.81794,43.21825,0,0,0.5529251,0.1805838
35.450,0,13.286,1214.75,123.8,44.6,100.4,18.43137,11,29.2348,18.81754,43.21918,0,0,0.452984,0.1479433
35.796,0,13.286,1201,123.8,44.6,100.4,20.39216,12,29.2348,18.81709,43.2202,0,0,0.5158002,0.1684589
36.221,0,13.286,1187,123.8,44.6,100.4,19.60784,12,29.2348,18.81658,43.22138,0,0,0.5113922,0.1670193
36.583,0,13.286,1205.25,123.8,44.6,100.4,18.43137,12,29.2348,18.81618,43.22229,0,0,0.4635724,0.1514015
37.008,0,13.286,1207.5,123.8,44.6,100.4,19.60784,12,29.2348,18.81574,43.2233,0,0,0.456495,0.14909
37.370,0,13.286,1208.75,123.8,44.6,100.4,19.60784,12,29.2348,18.81535,43.22422,0,0,0.4609042,0.15053
37.842,0,13.286,1196.75,123.8,44.6,100.4,18.82353,11,29.2348,18.8149,43.22524,0,0,0.4441367,0.1450538
38.203,0,13.33,1177,123.8,44.6,100.4,20.78431,12,29.2348,18.81448,43.2262,0,0,0.4883134,0.1594818
38.628,0,13.33,1176.5,123.8,44.6,100.4,20.39216,13,29.2348,18.81392,43.2275,0,0,0.5059438,0.1652399
38.990,0,13.33,1191.25,123.8,44.6,100.4,19.60784,12,29.2348,18.81352,43.22841,0,0,0.4617038,0.1507912
39.383,0,13.33,1198.5,123.8,44.6,100.4,19.60784,12,29.2348,18.81301,43.22959,0,0,0.4740866,0.1548354
39.760,0,13.33,1180.25,123.8,44.6,100.4,18.82353,11,29.2348,18.81259,43.23054,0,0,0.4847452,0.1583164
40.232,0,13.33,1174.75,123.8,44.6,100.4,17.64706,11,29.2348,18.81214,43.23158,0,0,0.4855701,0.1585859
40.578,0,13.33,1158,123.8,44.6,100.4,19.21569,12,29.2348,18.81171,43.23257,0,0,0.4829464,0.157729
40.971,0,13.33,1165,123.8,44.6,100.4,18.82353,12,29.2348,18.81124,43.23367,0,0,0.454572,0.148462
41.301,0,13.33,1173,123.8,44.6,100.4,20.39216,13,29.2348,18.81079,43.23468,0,0,0.4961532,0.1620423
41.898,0,13.33,1217,123.8,44.6,100.4,22.7451,16,29.2348,18.81034,43.23573,0,0,0.5332983,0.1741738
42.385,0,13.154,1210,125.6,44.6,100.4,23.92157,17,29.2348,18.80984,43.23688,0,0,0.5855324,0.1912333
42.747,0,13.154,1204,125.6,44.6,100.4,22.35294,16,29.2348,18.80891,43.23901,0,0,0.5404068,0.1764954
43.172,0,13.154,1198.75,125.6,44.6,100.4,21.56863,15,29.2348,18.80846,43.24004,0,0,0.5483501,0.1790896
43.597,0,13.154,1194.75,125.6,44.6,100.4,22.35294,15,29.2348,18.80794,43.24123,0,0,0.5563271,0.1816949
43.969,0,13.154,1187.25,125.6,44.6,100.4,21.96078,15,29.2348,18.80749,43.24227,0,0,0.5041748,0.1646621
44.371,0,13.154,1175.5,125.6,44.6,100.4,22.35294,15,29.2348,18.80692,43.24357,0,0,0.5633855,0.1840002
44.780,0,13.154,1175.5,125.6,44.6,100.4,22.7451,16,29.2348,18.80643,43.24471,0,0,0.5483165,0.1790786
45.204,0,13.154,1171.5,125.6,44.6,100.4,21.96078,15,29.2348,18.80585,43.24605,0,0,0.5598134,0.1828335
45.551,0,13.154,1170.5,125.6,44.6,100.4,22.35294,15,29.2348,18.80539,43.2471,0,0,0.53058,0.173286
46.040,0,13.154,1152.75,125.6,44.6,100.4,22.35294,15,29.2348,18.80486,43.24833,0,0,0.5341336,0.1744466
46.433,0,13.286,1145.5,125.6,44.6,102.2,21.17647,15,29.2348,18.80443,43.24931,0,0,0.5208687,0.1701143
46.905,0,13.286,1137.25,125.6,44.6,102.2,20.78431,15,29.2348,18.80382,43.25071,0,0,0.4925248,0.1608573
47.267,0,13.286,1132.25,125.6,44.6,102.2,20,14,29.2348,18.80335,43.2518,0,0,0.5101314,0.1666075
47.668,0,13.286,1137.25,125.6,44.6,102.2,20.78431,14,29.2348,18.80283,43.253,0,0,0.5013058,0.1637251
48.039,0,13.286,1136.25,125.6,44.6,102.2,21.96078,15,29.2348,18.80237,43.25404,0,0,0.5162885,0.1686184
48.467,0,13.286,1143.75,125.6,44.6,102.2,20.39216,14,29.2348,18.8019,43.25512,0,0,0.5181361,0.1692218
48.821,0,13.286,1130.25,125.6,44.6,102.2,21.17647,14,29.2348,18.80141,43.25626,0,0,0.5472977,0.1787459
49.202,0,13.286,1121.75,125.6,44.6,102.2,21.96078,14,29.2348,18.80086,43.25752,0,0,0.5437109,0.1775745
49.547,0,13.286,1174.25,125.6,44.6,102.2,20.78431,14,29.2348,18.80039,43.25861,0,0,0.5631608,0.1839268
50.159,0,13.286,1242.5,125.6,44.6,102.2,20,13,29.2348,18.79989,43.25976,0,0,0.5561564,0.1816391
50.658,0,13.174,1267.25,127.4,44.6,102.2,18.82353,12,29.2348,18.79941,43.26086,0,0,0.5430435,0.1773565
51.032,0,13.174,1224.5,127.4,44.6,102.2,20.39216,12,29.2348,18.7986,43.26272,0,0,0.473144,0.1545275
51.398,0,13.174,1211.75,127.4,44.6,102.2,19.21569,12,29.2348,18.79815,43.26375,0,0,0.5252742,0.1715531
51.815,0,13.174,1219.25,127.4,44.6,102.2,18.43137,11,29.2348,18.79773,43.26473,0,0,0.4828426,0.1576951
52.188,0,13.174,1204.25,127.4,44.6,102.2,19.60784,11,29.2348,18.79733,43.26565,0,0,0.4651275,0.1519094
52.567,0,13.174,1191,127.4,44.6,102.2,17.64706,10,29.2348,18.79688,43.26668,0,0,0.447442,0.1461333
52.963,0,13.174,1170.75,127.4,44.6,102.2,19.60784,11,29.2348,18.79645,43.26767,0,0,0.4880886,0.1594084
53.372,0,13.174,1141,127.4,44.6,102.2,18.82353,11,29.2348,18.79606,43.26858,0,0,0.4314324,0.1409046
53.768,0,13.174,1122.75,127.4,44.6,102.2,18.43137,11,29.2348,18.79568,43.26945,0,0,0.400465,0.1307908
54.250,0,13.174,1107,127.4,44.6,102.2,18.82353,11,29.2348,18.79515,43.27066,0,0,0.4940962,0.1613704
54.599,0,13.237,1103.75,127.4,44.6,102.2,19.21569,11,29.2348,18.79477,43.27155,0,0,0.4595679,0.1500936
55.034,0,13.237,1098.5,127.4,44.6,102.2,19.60784,11,29.2348,18.79424,43.27275,0,0,0.4727957,0.1544138
55.427,0,13.237,1093,127.4,44.6,102.2,18.82353,11,29.2348,18.79387,43.27361,0,0,0.4506471,0.1471801
55.824,0,13.237,1070.75,127.4,44.6,102.2,19.60784,12,29.2348,18.79345,43.27459,0,0,0.4134589,0.1350345
56.204,0,13.237,1070,127.4,44.6,102.2,19.60784,12,29.2348,18.79307,43.27546,0,0,0.4036666,0.1318364
56.620,0,13.237,1068.75,127.4,44.6,102.2,18.82353,11,29.2348,18.79266,43.2764,0,0,0.4301523,0.1404866
56.968,0,13.237,1070.5,127.4,44.6,102.2,18.82353,11,29.2348,18.7923,43.27722,0,0,0.4063289,0.1327059
57.374,0,13.237,1046.25,127.4,44.6,102.2,18.43137,11,29.2348,18.79193,43.27808,0,0,0.385141,0.125786
57.735,0,13.237,1049,127.4,44.6,102.2,18.82353,11,29.2348,18.79154,43.27897,0,0,0.4487285,0.1465535
58.342,0,13.237,1051.75,127.4,44.6,102.2,20,11,29.2348,18.79119,43.27979,0,0,0.35683,0.1165397
58.875,0,13.296,1058.75,127.4,44.6,104,19.21569,11,29.2348,18.79082,43.28063,0,0,0.4363486,0.1425103
59.285,0,13.296,1078.75,127.4,44.6,104,19.21569,11,29.2348,18.79003,43.28245,0,0,0.4345953,0.1419376
59.640,0,13.296,1083.5,127.4,44.6,104,19.21569,11,29.2348,18.78966,43.28332,0,0,0.4081582,0.1333033
60.097,0,13.296,1071.5,127.4,44.6,104,18.82353,11,29.2348,18.78926,43.28423,0,0,0.4205137,0.1373386
60.504,0,13.296,1067.25,127.4,44.6,104,18.82353,12,29.2348,18.78889,43.28509,0,0,0.4363753,0.142519
60.850,0,13.296,1062.75,127.4,44.6,104,19.60784,12,29.2348,18.78841,43.28619,0,0,0.474374,0.1549292
61.209,0,13.296,1073.25,127.4,44.6,104,19.21569,12,29.2348,18.78802,43.28708,0,0,0.4098497,0.1338558
61.640,0,13.296,1064.5,127.4,44.6,104,19.21569,11,29.2348,18.78767,43.28789,0,0,0.4072247,0.1329985
62.018,0,13.296,1059.75,127.4,44.6,104,18.43137,11,29.2348,18.78732,43.2887,0,0,0.4284646,0.1399354
62.533,0,13.296,1038.25,127.4,44.6,104,18.03922,11,29.2348,18.78695,43.28954,0,0,0.3612573,0.1179856
62.888,0,13.242,1040.25,127.4,44.6,104,17.64706,10,29.2348,18.78656,43.29044,0,0,0.42658,0.1393199
63.320,0,13.242,1018,127.4,44.6,104,19.21569,11,29.2348,18.78606,43.29159,0,0,0.3992379,0.13039
63.661,0,13.242,1031.25,127.4,44.6,104,18.43137,11,29.2348,18.78572,43.29239,0,0,0.4212163,0.1375681
64.050,0,13.242,1049.25,127.4,44.6,104,19.21569,11,29.2348,18.78532,43.29332,0,0,0.395632,0.1292123
64.483,0,13.242,1060.75,127.4,44.6,104,18.03922,11,29.2348,18.785,43.29405,0,0,0.3673951,0.1199902
64.908,0,13.242,1057.75,127.4,44.6,104,18.03922,11,29.2348,18.78462,43.29493,0,0,0.42658,0.1393199
65.310,0,13.242,1041.5,127.4,44.6,104,20.39216,11,29.2348,18.78423,43.29583,0,0,0.4097869,0.1338353
65.687,0,13.242,1038.25,127.4,44.6,104,18.82353,12,29.2348,18.78376,43.2969,0,0,0.4309695,0.1407535
66.037,0,13.242,1094.5,127.4,44.6,104,23.52941,15,29.2348,18.78331,43.29794,0,0,0.5175008,0.1690143
66.687,0,13.242,1087.75,127.4,44.6,104,23.92157,16,29.2348,18.78282,43.29908,0,0,0.5537931,0.1808673
67.198,0,13.242,1094.75,129.2,44.6,104,22.7451,16,29.2348,18.78235,43.30014,0,0,0.5423941,0.1771444
67.591,0,13.242,1100.5,129.2,44.6,104,21.56863,15,29.2348,18.78143,43.30227,0,0,0.4893764,0.159829
67.956,0,13.242,1067.5,129.2,44.6,104,21.17647,14,29.2348,18.78107,43.30311,0,0,0.4434965,0.1448448
68.375,0,13.242,1038.5,129.2,44.6,104,22.7451,15,29.2348,18.78059,43.30422,0,0,0.520198,0.1698952
68.719,0,13.242,1056,129.2,44.6,104,21.96078,15,29.2348,18.78015,43.30523,0,0,0.5060204,0.1652649
69.122,0,13.242,1049.25,129.2,44.6,104,21.96078,14,29.2348,18.77975,43.30616,0,0,0.4124363,0.1347006
69.511,0,13.242,1040.25,129.2,44.6,104,23.52941,15,29.2348,18.77932,43.30714,0,0,0.4954079,0.1617989
69.935,0,13.242,1038.25,129.2,44.6,104,20.78431,14,29.2348,18.77891,43.30807,0,0,0.4194759,0.1369997
70.314,0,13.242,1021.75,129.2,44.6,104,21.17647,14,29.2348,18.77851,43.309,0,0,0.4450451,0.1453505
70.975,0,13.242,1008.5,129.2,44.6,104,22.35294,14,29.2348,18.77806,43.31004,0,0,0.4485497,0.1464951
71.392,0,13.223,1003.75,129.2,44.6,104,21.56863,14,29.2348,18.77764,43.31102,0,0,0.4211259,0.1375386
71.905,0,13.223,1016.75,129.2,44.6,104,21.56863,14,29.2348,18.77692,43.31266,0,0,0.4952106,0.1617344
72.349,0,13.223,1027.5,129.2,44.6,104,21.17647,13,29.2348,18.77645,43.31374,0,0,0.4687862,0.1531043
72.835,0,13.223,1018,129.2,44.6,104,20,14,29.2348,18.77593,43.31495,0,0,0.4273322,0.1395655
73.326,0,13.223,1010.25,129.2,44.6,104,23.13725,14,29.2348,18.77543,43.31612,0,0,0.4767317,0.1556993
73.824,0,13.223,1012.25,129.2,44.6,104,21.17647,14,29.2348,18.77493,43.31727,0,0,0.4104938,0.1340661
74.325,0,13.223,1055,129.2,44.6,104,19.60784,14,29.2348,18.77444,43.31841,0,0,0.4696403,0.1533832
74.861,0,13.223,1134.25,129.2,44.6,104,18.82353,12,29.2348,18.77389,43.31966,0,0,0.4547166,0.1485092
75.298,0,13.223,1114.75,129.2,44.6,104,20.39216,12,29.2348,18.77333,43.32095,0,0,0.4354252,0.1422087
76.073,0,13.223,1088.75,129.2,44.6,104,21.17647,12,29.2348,18.7728,43.32219,0,0,0.4884182,0.159516
76.726,0,13.213,1079.25,131,44.6,105.8,21.17647,12,29.2348,18.77234,43.32325,0,0,0.3920755,0.1280508
77.204,0,13.213,1034.5,131,44.6,105.8,19.60784,12,29.2348,18.7714,43.32541,0,0,0.4379943,0.1430477
77.640,0,13.213,1029.5,131,44.6,105.8,19.60784,12,29.2348,18.7709,43.32656,0,0,0.4237356,0.1383909
78.134,0,13.213,1016,131,44.6,105.8,19.21569,12,29.2348,18.7704,43.32772,0,0,0.4307846,0.1406931
78.546,0,13.213,1000.5,131,44.6,105.8,19.21569,11,29.2348,18.77003,43.32856,0,0,0.3865995,0.1262623
79.003,0,13.213,984.5,131,44.6,105.8,19.21569,11,29.2348,18.76957,43.32964,0,0,0.4121583,0.1346098
79.429,0,13.213,985.75,131,44.6,105.8,19.60784,11,29.2348,18.76919,43.33052,0,0,0.3642877,0.1189754
79.949,0,13.213,982,131,44.6,105.8,18.43137,11,29.2348,18.7688,43.33142,0,0,0.3624903,0.1183883
80.351,0,13.213,983,131,44.6,105.8,18.43137,11,29.2348,18.76838,43.33239,0,0,0.389927,0.1273491
80.916,0,13.213,960.25,131,44.6,105.8,20,11,29.2348,18.76794,43.3334,0,0,0.4031845,0.1316789
81.512,0,13.276,974,131,44.6,105.8,19.60784,12,29.2348,18.76752,43.33437,0,0,0.4153705,0.1356589
82.006,0,13.276,982,131,44.6,105.8,19.21569,11,29.2348,18.76693,43.33573,0,0,0.3819522,0.1247445
82.417,0,13.276,979.25,131,44.6,105.8,20,11,29.2348,18.76648,43.33677,0,0,0.389915,0.1273452
82.915,0,13.276,974,131,44.6,105.8,19.60784,11,29.2348,18.76604,43.33779,0,0,0.369614,0.1207149
83.346,0,13.276,971,131,44.6,105.8,18.82353,11,29.2348,18.76564,43.3387,0,0,0.4215824,0.1376877
83.854,0,13.276,970.5,131,44.6,105.8,19.21569,11,29.2348,18.76521,43.3397,0,0,0.3774954,0.123289
84.323,0,13.276,968.5,131,44.6,105.8,20.39216,11,29.2348,18.76478,43.34069,0,0,0.4066761,0.1328193
84.773,0,13.276,963.5,131,44.6,105.8,19.60784,12,29.2348,18.76429,43.34182,0,0,0.3765788,0.1229896
85.146,0,13.276,971.5,131,44.6,105.8,20.39216,12,29.2348,18.76391,43.34271,0,0,0.399472,0.1304665
85.852,0,13.276,968,131,44.6,105.8,19.60784,12,29.2348,18.76348,43.34369,0,0,0.4004151,0.1307745
86.370,0,13.242,970,131,44.6,105.8,18.82353,11,29.2348,18.76313,43.3445,0,0,0.3827757,0.1250135
86.926,0,13.242,968.25,131,44.6,105.8,18.82353,11,29.2348,18.76242,43.34613,0,0,0.3554237,0.1160804
87.320,0,13.242,960.5,131,44.6,105.8,19.21569,11,29.2348,18.76204,43.34703,0,0,0.4056448,0.1324825
87.847,0,13.242,957.5,131,44.6,105.8,18.82353,11,29.2348,18.76158,43.34809,0,0,0.3712873,0.1212614
88.272,0,13.242,942.75,131,44.6,105.8,18.82353,11,29.2348,18.76125,43.34885,0,0,0.3429505,0.1120067
88.760,0,13.242,949,131,44.6,105.8,21.17647,12,29.2348,18.76082,43.34984,0,0,0.3508314,0.1145806
89.153,0,13.242,987.75,131,44.6,105.8,22.7451,14,29.2348,18.7603,43.35106,0,0,0.4909726,0.1603503
89.705,0,13.242,973,131,44.6,105.8,24.70588,16,29.2348,18.75979,43.35222,0,0,0.469094,0.1532048
90.225,0,13.242,976,131,44.6,105.8,22.7451,15,29.2348,18.75931,43.35333,0,0,0.4629784,0.1512075
90.823,0,13.242,981,131,44.6,105.8,20.78431,14,29.2348,18.75879,43.35453,0,0,0.4110114,0.1342352
91.294,0,13.237,967.75,131,44.6,107.6,21.96078,14,29.2348,18.75832,43.35563,0,0,0.4119186,0.1345315
91.828,0,13.237,960,131,44.6,107.6,20.78431,14,29.2348,18.75765,43.35717,0,0,0.4620258,0.1508964
92.284,0,13.237,956.25,131,44.6,107.6,20.78431,14,29.2348,18.75718,43.35824,0,0,0.4056076,0.1324703
92.693,0,13.237,936.25,131,44.6,107.6,21.17647,14,29.2348,18.75677,43.35919,0,0,0.3579818,0.1169159
