# StartTime = 12/07/2024 05:42:23.6265 PM
Time (sec), Vehicle speed (MPH), Control module voltage (V), Engine RPM (RPM), Engine coolant temperature (°F), Ambient air temperature (°F), Engine oil temperature (°F), Absolute load value (%), Actual engine - percent torque (%), Barometric pressure (inHg), Total fuel economy (MPG), Total CO2 (lbs), Instant CO2 rate (lb/mile), Instant fuel economy (MPG), Fuel rate (gal/hr), CO2 flow (lb/min)
20.910,0,14.258,711.5,194,33.8,179.6,18.43137,10,29.5301,17.07163,34.02902,0,0,0.2474552,0.0808182
21.349,0,14.258,699,194,33.8,179.6,18.82353,10,29.5301,17.07128,34.02972,0,0,0.3143634,0.1026702
21.850,0,14.258,698,194,33.8,179.6,18.03922,10,29.5301,17.07083,34.03062,0,0,0.3231691,0.1055461
22.243,0,14.219,700.75,194,33.8,179.6,18.43137,10,29.5301,17.07045,34.03137,0,0,0.3240398,0.1058305
22.668,0,14.219,706,194,33.8,179.6,18.43137,10,29.5301,17.07005,34.03218,0,0,0.3196761,0.1044053
23.098,0,14.219,708,194,33.8,179.6,18.03922,10,29.5301,17.06968,34.0329,0,0,0.3249203,0.1061181
23.512,0,14.219,703.5,194,33.8,179.6,18.82353,10,29.5301,17.06944,34.0334,0,0,0.2051665,0.0670068
23.912,0,14.219,702.25,194,33.8,179.6,18.43137,10,29.5301,17.06921,34.03385,0,0,0.2025372,0.0661481
24.390,0,14.219,695,194,33.8,179.6,18.82353,10,29.5301,17.06885,34.03456,0,0,0.3258108,0.1064089
24.791,0,14.219,707.25,194,33.8,179.6,18.43137,10,29.5301,17.06848,34.0353,0,0,0.3222885,0.1052585
25.217,0,14.219,713.75,194,33.8,179.6,18.43137,10,29.5301,17.06818,34.03589,0,0,0.2254259,0.07362346
25.606,0,14.219,699.75,194,33.8,179.6,18.43137,10,29.5301,17.06787,34.03651,0,0,0.2826715,0.09231974
26.270,0,14.219,703.25,194,33.8,179.6,18.82353,10,29.5301,17.06754,34.03719,0,0,0.2976417,0.09720895
26.768,0,14.297,707.5,195.8,33.8,179.6,18.82353,10,29.5301,17.06731,34.03763,0,0,0.2078208,0.0678737
27.183,0,14.297,711.5,195.8,33.8,179.6,18.82353,10,29.5301,17.06669,34.03886,0,0,0.2870745,0.09375775
27.610,0,14.297,710.5,195.8,33.8,179.6,18.43137,10,29.5301,17.06638,34.03948,0,0,0.313502,0.1023889
28.031,0,14.297,705.25,195.8,33.8,179.6,18.43137,10,29.5301,17.06606,34.04013,0,0,0.2553808,0.08340668
28.391,0,14.297,698,195.8,33.8,179.6,18.82353,10,29.5301,17.06578,34.04068,0,0,0.2562615,0.08369429
28.759,0,14.297,698,195.8,33.8,179.6,18.43137,11,29.5301,17.0655,34.04124,0,0,0.2536351,0.08283652
29.128,0,14.297,701,195.8,33.8,179.6,18.82353,11,29.5301,17.06526,34.04172,0,0,0.2439253,0.07966533
29.570,0,14.297,702.25,195.8,33.8,179.6,18.43137,11,29.5301,17.06501,34.04222,0,0,0.2474703,0.08082314
29.941,0,14.297,703.75,195.8,33.8,179.6,18.82353,11,29.5301,17.06472,34.0428,0,0,0.2994212,0.09779013
30.413,0,14.297,701.25,195.8,33.8,179.6,18.82353,11,29.5301,17.06443,34.04338,0,0,0.2412909,0.07880493
30.805,0,14.312,700.75,195.8,33.8,179.6,18.82353,11,29.5301,17.06417,34.04389,0,0,0.2483359,0.08110581
31.208,0,14.312,703,195.8,33.8,179.6,18.82353,11,29.5301,17.06382,34.04461,0,0,0.2615372,0.08541733
31.550,0,14.312,702.75,195.8,33.8,179.6,18.82353,11,29.5301,17.06357,34.0451,0,0,0.2589191,0.08456229
31.893,0,14.312,703.5,195.8,33.8,179.6,18.82353,11,29.5301,17.06326,34.04572,0,0,0.2800383,0.09145974
32.219,0,14.312,692.5,195.8,33.8,179.6,19.21569,11,29.5301,17.06303,34.04617,0,0,0.2395443,0.07823449
32.659,0,14.312,692,195.8,33.8,179.6,18.82353,11,29.5301,17.06283,34.04657,0,0,0.2219307,0.07248196
33.049,0,14.312,690.5,195.8,33.8,179.6,19.21569,11,29.5301,17.06252,34.04719,0,0,0.3293734,0.1075724
33.449,0,14.312,700,195.8,33.8,179.6,18.82353,11,29.5301,17.0622,34.04782,0,0,0.2597998,0.08484991
33.829,0,14.312,703,195.8,33.8,179.6,18.82353,11,29.5301,17.0619,34.04844,0,0,0.2835608,0.09261017
34.405,0,14.312,696,195.8,33.8,179.6,19.21569,11,29.5301,17.06159,34.04905,0,0,0.2994303,0.09779312
34.890,0,14.209,707.75,195.8,33.8,179.6,18.82353,11,29.5301,17.06126,34.04971,0,0,0.3108696,0.1015292
35.333,0,14.209,705.5,195.8,33.8,179.6,18.82353,11,29.5301,17.06078,34.05066,0,0,0.245694,0.08024298
35.744,0,14.209,696,195.8,33.8,179.6,19.21569,11,29.5301,17.06055,34.05112,0,0,0.2192753,0.0716147
36.212,0,14.209,692.25,195.8,33.8,179.6,19.21569,11,29.5301,17.06031,34.05161,0,0,0.2201761,0.07190891
36.574,0,14.209,700.25,195.8,33.8,179.6,18.82353,11,29.5301,17.05994,34.05234,0,0,0.3319849,0.1084254
36.928,0,14.209,698,195.8,33.8,179.6,19.21569,11,29.5301,17.05962,34.05297,0,0,0.2501047,0.08168352
37.272,0,14.209,701.5,195.8,33.8,179.6,18.43137,11,29.5301,17.05938,34.05345,0,0,0.2421789,0.07909496
37.710,0,14.209,699.5,195.8,33.8,179.6,18.82353,11,29.5301,17.05909,34.05403,0,0,0.3090989,0.1009508
38.101,0,14.209,698,195.8,33.8,179.6,18.82353,11,29.5301,17.05877,34.05467,0,0,0.3179246,0.1038333
38.598,0,14.209,697,195.8,33.8,179.6,19.60784,11,29.5301,17.05847,34.05528,0,0,0.2597919,0.08484732
38.940,0,14.302,701.5,195.8,33.8,179.6,20,11,29.5301,17.05813,34.05595,0,0,0.3082277,0.1006663
39.345,0,14.302,663.5,195.8,33.8,179.6,21.96078,13,29.5301,17.05785,34.05651,0,0,0.2193021,0.07162346
39.723,0,14.302,633.25,195.8,33.8,179.6,26.66667,16,29.5301,17.0575,34.05721,0,0,0.366429,0.1196747
40.109,0,14.302,642.75,195.8,33.8,179.6,26.66667,17,29.5301,17.05703,34.05816,0,0,0.416828,0.1361349
40.448,0,14.302,709.75,195.8,33.8,179.6,18.82353,16,29.5301,17.05669,34.05882,0,0,0.3271914,0.1068598
40.883,0,14.302,732.75,195.8,33.8,179.6,17.2549,13,29.5301,17.05646,34.0593,0,0,0.2257502,0.07372939
41.236,0,14.302,709.75,195.8,33.8,179.6,22.35294,14,29.5301,17.0562,34.05981,0,0,0.2914953,0.09520157
41.633,0,14.302,670.75,195.8,33.8,179.6,25.4902,16,29.5301,17.05576,34.06069,0,0,0.3673997,0.1199917
41.992,0,14.302,704.75,195.8,33.8,179.6,22.35294,15,29.5301,17.05544,34.06132,0,0,0.3059505,0.09992258
42.564,0,14.302,706.25,195.8,33.8,179.6,21.96078,15,29.5301,17.05518,34.06185,0,0,0.2504493,0.08179604
43.020,0,14.141,688,195.8,33.8,181.4,24.70588,16,29.5301,17.05487,34.06245,0,0,0.3083691,0.1007125
43.412,0,14.141,706.5,195.8,33.8,181.4,24.70588,16,29.5301,17.05415,34.0639,0,0,0.3949298,0.128983
43.789,0,14.141,728,195.8,33.8,181.4,18.82353,15,29.5301,17.05389,34.06442,0,0,0.2734363,0.08930355
44.196,0,14.141,705.5,195.8,33.8,181.4,22.7451,15,29.5301,17.05354,34.06512,0,0,0.3224955,0.1053262
44.541,0,14.141,700.25,195.8,33.8,181.4,23.13725,16,29.5301,17.05324,34.06572,0,0,0.3085767,0.1007803
44.899,0,14.141,710.75,195.8,33.8,181.4,22.35294,15,29.5301,17.05291,34.06637,0,0,0.2918611,0.09532104
45.243,0,14.141,711.25,195.8,33.8,181.4,22.35294,15,29.5301,17.05257,34.06705,0,0,0.361376,0.1180244
45.694,0,14.141,716,195.8,33.8,181.4,22.35294,15,29.5301,17.05223,34.06775,0,0,0.3560658,0.1162901
46.054,0,14.141,715.5,195.8,33.8,181.4,22.35294,15,29.5301,17.05192,34.06836,0,0,0.3076574,0.1004801
46.546,0,14.141,709.5,195.8,33.8,181.4,21.56863,15,29.5301,17.05158,34.06903,0,0,0.2846677,0.09297168
46.908,0,14.312,718.75,195.8,33.8,181.4,21.56863,15,29.5301,17.05131,34.06957,0,0,0.2802868,0.09154089
47.349,0,14.312,710,195.8,33.8,181.4,21.96078,15,29.5301,17.05083,34.07053,0,0,0.3454473,0.1128221
47.727,0,14.312,710,195.8,33.8,181.4,22.35294,15,29.5301,17.05055,34.0711,0,0,0.3005683,0.09816477
48.152,0,14.312,712.75,195.8,33.8,181.4,21.56863,15,29.5301,17.05012,34.07196,0,0,0.3596132,0.1174487
48.473,0,14.312,707,195.8,33.8,181.4,21.96078,15,29.5301,17.0498,34.0726,0,0,0.2837777,0.09268101
48.929,0,14.312,711.25,195.8,33.8,181.4,21.56863,15,29.5301,17.04947,34.07326,0,0,0.3119792,0.1018915
49.329,0,14.312,713,195.8,33.8,181.4,21.96078,14,29.5301,17.0492,34.07379,0,0,0.3003936,0.09810774
49.736,0,14.312,705.5,195.8,33.8,181.4,21.56863,14,29.5301,17.04876,34.07467,0,0,0.3639534,0.1188662
50.138,0,14.312,705,195.8,33.8,181.4,21.56863,15,29.5301,17.04833,34.07553,0,0,0.3657495,0.1194528
50.738,0,14.312,708.25,195.8,33.8,181.4,19.21569,13,29.5301,17.04808,34.07603,0,0,0.2212394,0.07225619
51.227,0,14.253,731.5,195.8,33.8,181.4,18.03922,11,29.5301,17.04784,34.07651,0,0,0.2369384,0.07738344
51.618,0,14.253,750.5,195.8,33.8,181.4,18.43137,10,29.5301,17.0472,34.0778,0,0,0.3240497,0.1058337
52.030,0,14.253,736.75,195.8,33.8,181.4,18.03922,10,29.5301,17.04697,34.07824,0,0,0.2193021,0.07162346
52.465,0,14.253,721.75,195.8,33.8,181.4,18.82353,10,29.5301,17.04662,34.07896,0,0,0.3284927,0.1072848
52.810,0,14.253,717.25,195.8,33.8,181.4,18.82353,10,29.5301,17.04632,34.07955,0,0,0.2835955,0.0926215
53.180,0,14.253,719.5,195.8,33.8,181.4,18.03922,10,29.5301,17.04593,34.08034,0,0,0.3258706,0.1064284
53.550,0,14.253,714.5,195.8,33.8,181.4,18.43137,10,29.5301,17.04564,34.0809,0,0,0.3055577,0.09979431
54.016,0,14.253,702.5,195.8,33.8,181.4,18.43137,10,29.5301,17.04537,34.08144,0,0,0.2650596,0.08656774
54.395,0,14.253,699,195.8,33.8,181.4,19.21569,10,29.5301,17.04508,34.08203,0,0,0.2747377,0.08972859
54.886,0,14.253,703.25,195.8,33.8,181.4,18.82353,11,29.5301,17.04474,34.0827,0,0,0.2844588,0.09290347
55.231,0,14.341,710,195.8,33.8,181.4,18.43137,10,29.5301,17.04446,34.08327,0,0,0.2668371,0.08714826
55.640,0,14.341,707.75,195.8,33.8,181.4,18.43137,10,29.5301,17.04414,34.0839,0,0,0.2421863,0.07909738
56.009,0,14.341,703.5,195.8,33.8,181.4,18.82353,10,29.5301,17.04384,34.0845,0,0,0.32496,0.1061311
56.438,0,14.341,708.25,195.8,33.8,181.4,18.82353,10,29.5301,17.04355,34.08509,0,0,0.2562615,0.08369429
56.805,0,14.341,704,195.8,33.8,181.4,18.43137,10,29.5301,17.0433,34.08559,0,0,0.2457015,0.08024543
57.230,0,14.341,698.75,195.8,33.8,181.4,18.82353,10,29.5301,17.043,34.08618,0,0,0.2500971,0.08168102
57.589,0,14.341,699,195.8,33.8,181.4,18.82353,11,29.5301,17.04277,34.08664,0,0,0.2483359,0.08110581
57.974,0,14.341,697.5,195.8,33.8,181.4,18.82353,11,29.5301,17.04239,34.0874,0,0,0.3240794,0.1058434
58.348,0,14.341,700.5,195.8,33.8,181.4,18.82353,11,29.5301,17.04215,34.08789,0,0,0.248351,0.08111076
58.924,0,14.341,700.5,195.8,33.8,181.4,19.21569,11,29.5301,17.04187,34.08845,0,0,0.252739,0.08254385
59.468,0,14.292,705,194,33.8,181.4,18.82353,11,29.5301,17.04163,34.08892,0,0,0.2421715,0.07909254
59.896,0,14.292,695,194,33.8,181.4,19.21569,11,29.5301,17.04105,34.0901,0,0,0.2985223,0.09749655
60.284,0,14.292,692.75,194,33.8,181.4,19.21569,11,29.5301,17.04073,34.09072,0,0,0.2888445,0.09433583
60.723,0,14.292,689,194,33.8,181.4,19.21569,11,29.5301,17.04046,34.09127,0,0,0.2219239,0.07247974
61.074,0,14.292,695,194,33.8,181.4,19.21569,11,29.5301,17.04017,34.09185,0,0,0.3055857,0.09980346
61.471,0,14.292,700.75,194,33.8,181.4,18.82353,11,29.5301,17.03985,34.09248,0,0,0.2544769,0.08311145
61.838,0,14.292,702.75,194,33.8,181.4,18.82353,11,29.5301,17.03962,34.09295,0,0,0.2465671,0.08052813
62.248,0,14.292,693.5,194,33.8,181.4,19.21569,11,29.5301,17.03933,34.09353,0,0,0.2800297,0.09145694
62.624,0,14.292,693.75,194,33.8,181.4,19.21569,11,29.5301,17.039,34.09418,0,0,0.313502,0.1023889
63.228,0,14.292,694.75,194,33.8,181.4,18.82353,11,29.5301,17.03864,34.09491,0,0,0.3240695,0.1058402
63.559,0,14.331,703,194,33.8,181.4,18.82353,11,29.5301,17.03832,34.09554,0,0,0.3240794,0.1058434
63.965,0,14.331,702.25,194,33.8,181.4,19.21569,11,29.5301,17.0379,34.0964,0,0,0.2580306,0.08427208
64.317,0,14.331,696.25,194,33.8,181.4,18.82353,11,29.5301,17.03761,34.09696,0,0,0.3196761,0.1044053
64.704,0,14.331,693.25,194,33.8,181.4,19.60784,11,29.5301,17.03732,34.09755,0,0,0.2659565,0.08686064
65.068,0,14.331,694.5,194,33.8,181.4,18.82353,11,29.5301,17.03708,34.09803,0,0,0.2421789,0.07909496
65.520,0,14.331,697.5,194,33.8,181.4,19.21569,11,29.5301,17.03684,34.09851,0,0,0.2219307,0.07248196
65.891,0,14.331,701.5,194,33.8,181.4,18.82353,11,29.5301,17.0366,34.09898,0,0,0.2395369,0.0782321
66.238,0,14.331,702,194,33.8,181.4,19.21569,11,29.5301,17.03621,34.09978,0,0,0.327612,0.1069972
66.586,0,14.331,704.25,194,33.8,181.4,18.82353,11,29.5301,17.03589,34.1004,0,0,0.3223378,0.1052746
67.166,0,14.331,698.25,194,33.8,181.4,19.60784,11,29.5301,17.03565,34.10089,0,0,0.2492317,0.08139839
67.664,0,14.297,699.25,194,33.8,181.4,19.21569,11,29.5301,17.03541,34.10137,0,0,0.2510084,0.08197866
68.076,0,14.297,691.75,194,33.8,181.4,19.21569,11,29.5301,17.03493,34.10233,0,0,0.2553808,0.08340668
68.458,0,14.297,701.25,194,33.8,181.4,18.82353,11,29.5301,17.03469,34.10281,0,0,0.218408,0.07133145
68.893,0,14.297,697,194,33.8,181.4,18.82353,11,29.5301,17.03446,34.10327,0,0,0.2131239,0.06960569
69.247,0,14.297,696.75,194,33.8,181.4,19.21569,11,29.5301,17.03423,34.10374,0,0,0.2281024,0.07449763
69.658,0,14.297,698,194,33.8,181.4,20,12,29.5301,17.03384,34.10451,0,0,0.3293734,0.1075724
70.022,0,14.297,650.75,194,33.8,181.4,23.52941,14,29.5301,17.03351,34.10518,0,0,0.3294136,0.1075856
70.448,0,14.297,640.25,194,33.8,181.4,26.66667,16,29.5301,17.03311,34.10598,0,0,0.3655817,0.119398
70.796,0,14.297,662.25,194,33.8,181.4,23.13725,16,29.5301,17.03282,34.10656,0,0,0.305885,0.09990118
71.302,0,14.297,732.5,194,33.8,181.4,18.03922,14,29.5301,17.03243,34.10735,0,0,0.3279328,0.107102
71.672,0,14.243,713.75,194,33.8,181.4,22.7451,14,29.5301,17.03215,34.1079,0,0,0.2889152,0.09435891
72.130,0,14.243,683,194,33.8,181.4,24.31373,15,29.5301,17.03168,34.10884,0,0,0.3488976,0.113949
72.510,0,14.243,677.5,194,33.8,181.4,24.70588,16,29.5301,17.03136,34.10948,0,0,0.3182261,0.1039318
72.896,0,14.243,716.75,194,33.8,181.4,21.17647,15,29.5301,17.03101,34.11019,0,0,0.2732773,0.08925163
73.268,0,14.243,702.75,194,33.8,181.4,23.92157,16,29.5301,17.03071,34.11078,0,0,0.2916826,0.09526272
73.668,0,14.243,680.5,194,33.8,181.4,25.4902,17,29.5301,17.03029,34.11162,0,0,0.3993131,0.1304146
74.056,0,14.243,724.75,194,33.8,181.4,20.78431,16,29.5301,17.02995,34.1123,0,0,0.3490684,0.1140048
74.447,0,14.243,714.25,194,33.8,181.4,21.96078,15,29.5301,17.02966,34.1129,0,0,0.2609358,0.08522091
74.851,0,14.243,689.75,194,33.8,181.4,25.09804,16,29.5301,17.02932,34.11358,0,0,0.3145172,0.1027205
75.453,0,14.243,706.5,194,33.8,181.4,22.35294,16,29.5301,17.02898,34.11425,0,0,0.3225942,0.1053584
75.984,0,14.302,714,192.2,33.8,181.4,23.13725,15,29.5301,17.02869,34.11483,0,0,0.2802953,0.09154369
76.373,0,14.302,717,192.2,33.8,181.4,22.35294,15,29.5301,17.02799,34.11624,0,0,0.3419642,0.1116846
76.746,0,14.302,719,192.2,33.8,181.4,22.35294,15,29.5301,17.02759,34.11704,0,0,0.3788998,0.1237476
77.201,0,14.302,711.25,192.2,33.8,181.4,22.35294,15,29.5301,17.02729,34.11763,0,0,0.2969608,0.09698657
77.564,0,14.302,715.25,192.2,33.8,181.4,22.35294,15,29.5301,17.02693,34.11835,0,0,0.3339707,0.1090739
77.927,0,14.302,717,192.2,33.8,181.4,21.96078,15,29.5301,17.02648,34.11926,0,0,0.3665635,0.1197186
78.321,0,14.302,712.75,192.2,33.8,181.4,21.96078,16,29.5301,17.0262,34.11981,0,0,0.2899201,0.09468712
78.740,0,14.302,696.5,192.2,33.8,181.4,26.66667,17,29.5301,17.02585,34.12053,0,0,0.3480804,0.1136821
79.193,0,14.302,720.5,192.2,33.8,181.4,37.2549,21,29.5301,17.02547,34.12128,0,0,0.3569144,0.1165673
79.680,0,14.302,695.75,192.2,33.8,181.4,32.94118,24,29.5301,17.0248,34.12263,0,0,0.5578098,0.1821792
80.069,0,14.155,709.5,192.2,33.8,181.4,28.23529,22,29.5301,17.02437,34.12348,0,0,0.3639311,0.1188589
80.502,0,14.155,664.25,192.2,33.8,181.4,31.76471,23,29.5301,17.02378,34.12466,0,0,0.4185905,0.1367105
80.886,0,14.155,671.75,192.2,33.8,181.4,32.54902,25,29.5301,17.02336,34.12552,0,0,0.4317695,0.1410147
81.291,0,14.155,700.25,192.2,33.8,181.4,27.45098,22,29.5301,17.02287,34.12649,0,0,0.4000477,0.1306545
81.643,0,14.155,692.25,192.2,33.8,181.4,32.54902,23,29.5301,17.02245,34.12733,0,0,0.4115154,0.1343998
82.068,0,14.155,707.25,192.2,33.8,181.4,30.19608,23,29.5301,17.02202,34.12819,0,0,0.4123966,0.1346876
82.425,0,14.155,711.25,192.2,33.8,181.4,29.80392,22,29.5301,17.02164,34.12896,0,0,0.3886164,0.126921
82.805,0,14.155,686.75,192.2,33.8,181.4,29.80392,22,29.5301,17.02111,34.13002,0,0,0.4635481,0.1513935
83.145,0,14.155,726,192.2,33.8,181.4,27.05882,22,29.5301,17.02073,34.13079,0,0,0.3895214,0.1272166
83.712,0,14.155,734.25,192.2,33.8,181.4,27.45098,21,29.5301,17.02028,34.13169,0,0,0.4538819,0.1482366
84.094,0,14.062,731,192.2,33.8,181.4,27.84314,20,29.5301,17.01988,34.13248,0,0,0.4195231,0.1370151
84.449,0,14.062,729,192.2,33.8,181.4,28.23529,20,29.5301,17.01917,34.1339,0,0,0.4512517,0.1473776
84.834,0,14.062,732.25,192.2,33.8,181.4,27.05882,20,29.5301,17.01872,34.13482,0,0,0.4441737,0.1450659
85.245,0,14.062,730.25,192.2,33.8,181.4,27.84314,20,29.5301,17.01835,34.13555,0,0,0.3780649,0.1234749
85.575,0,14.062,716.5,192.2,33.8,181.4,27.84314,20,29.5301,17.01792,34.13641,0,0,0.4265347,0.1393051
85.997,0,14.062,718.75,192.2,33.8,181.4,28.23529,20,29.5301,17.01742,34.13743,0,0,0.4582605,0.1496666
86.393,0,14.062,721.25,192.2,33.8,181.4,27.84314,20,29.5301,17.01701,34.13825,0,0,0.3992154,0.1303826
86.829,0,14.062,718,192.2,33.8,181.4,27.45098,20,29.5301,17.01661,34.13906,0,0,0.379839,0.1240544
87.225,0,14.062,722.75,192.2,33.8,181.4,27.45098,19,29.5301,17.01619,34.1399,0,0,0.4053842,0.1323974
87.749,0,14.062,748.25,192.2,33.8,181.4,25.88235,18,29.5301,17.0157,34.14087,0,0,0.3912839,0.1277923
88.092,0,14.233,806.75,192.2,33.8,181.4,17.2549,12,29.5301,17.01538,34.14151,0,0,0.2881665,0.09411439
88.553,0,14.233,761,192.2,33.8,181.4,23.13725,13,29.5301,17.0149,34.14248,0,0,0.3611219,0.1179414
88.935,0,14.233,727.25,192.2,33.8,181.4,24.31373,15,29.5301,17.01456,34.14316,0,0,0.3613207,0.1180064
89.312,0,14.233,764.25,192.2,33.8,181.4,20,14,29.5301,17.01413,34.14404,0,0,0.3331405,0.1088028
