# StartTime = 12/07/2024 05:02:19.3740 PM
Time (sec), Vehicle speed (MPH), Control module voltage (V), Engine RPM (RPM), Engine coolant temperature (°F), Ambient air temperature (°F), Engine oil temperature (°F), Absolute load value (%), Actual engine - percent torque (%), Barometric pressure (inHg), Total fuel economy (MPG), Total CO2 (lbs), Instant CO2 rate (lb/mile), Instant fuel economy (MPG), Fuel rate (gal/hr), CO2 flow (lb/min)
17.686,0,14.248,1232.75,190.4,33.8,170.6,42.35294,40,29.5301,15.71967,27.07798,0,0,1.000858,0.3268775
18.295,0,14.248,1235.5,190.4,33.8,170.6,41.17647,39,29.5301,15.71848,27.08004,0,0,1.063247,0.3472535
18.794,0,14.312,1249.75,194,33.8,170.6,41.17647,39,29.5301,15.71714,27.08233,0,0,1.099274,0.3590199
19.182,0,14.312,1239.25,194,33.8,170.6,41.96078,38,29.5301,15.71472,27.08652,0,0,1.052702,0.3438097
19.581,0,14.312,1242.25,194,33.8,170.6,38.82353,38,29.5301,15.71334,27.0889,0,0,1.133544,0.3702124
20.028,0,14.312,1243,194,33.8,170.6,18.43137,27,29.5301,15.71202,27.09117,0,0,1.066762,0.3484015
20.378,0,14.312,1152.75,194,33.8,170.6,18.43137,16,29.5301,15.71155,27.09198,0,0,0.3870945,0.126424
20.787,0,14.312,1057.75,194,33.8,170.6,25.4902,16,29.5301,15.71089,27.09312,0,0,0.4662868,0.152288
21.193,0,14.312,1031.25,194,33.8,170.6,25.4902,18,29.5301,15.71025,27.09422,0,0,0.5737448,0.1873835
21.660,0,14.312,998.75,194,33.8,170.6,25.09804,18,29.5301,15.70957,27.0954,0,0,0.5467259,0.1785592
22.034,0,14.312,962.25,194,33.8,170.6,26.27451,18,29.5301,15.70891,27.09653,0,0,0.4943,0.161437
22.554,0,14.312,922.25,194,33.8,170.6,25.4902,19,29.5301,15.70818,27.09779,0,0,0.5224082,0.1706171
22.940,0,14.189,913.5,194,33.8,170.6,24.70588,18,29.5301,15.70765,27.09871,0,0,0.4313956,0.1408926
23.397,0,14.189,905,194,33.8,170.6,23.52941,17,29.5301,15.70685,27.10009,0,0,0.4790827,0.1564671
23.767,0,14.189,881.75,194,33.8,170.6,22.7451,16,29.5301,15.70638,27.10089,0,0,0.3884939,0.126881
24.174,0,14.189,885.75,194,33.8,170.6,21.56863,15,29.5301,15.70585,27.1018,0,0,0.3836802,0.1253089
24.546,0,14.189,920.25,194,33.8,170.6,20,14,29.5301,15.70536,27.10265,0,0,0.4101012,0.1339379
24.991,0,14.189,921,194,33.8,170.6,20,13,29.5301,15.70485,27.10353,0,0,0.401349,0.1310795
25.364,0,14.189,888.5,194,33.8,170.6,20.78431,12,29.5301,15.70444,27.10425,0,0,0.3446865,0.1125737
25.736,0,14.189,862,194,33.8,170.6,21.17647,13,29.5301,15.70394,27.1051,0,0,0.35683,0.1165397
26.099,0,14.189,860,194,33.8,170.6,20,13,29.5301,15.70354,27.1058,0,0,0.3558704,0.1162263
26.750,0,14.189,859.25,194,33.8,170.6,20,12,29.5301,15.70312,27.10652,0,0,0.3204696,0.1046645
27.269,0,14.346,845.5,195.8,33.8,170.6,19.21569,12,29.5301,15.70274,27.10718,0,0,0.3557068,0.1161729
27.704,0,14.346,811,195.8,33.8,170.6,20,12,29.5301,15.70182,27.10876,0,0,0.3750676,0.122496
28.042,0,14.346,808,195.8,33.8,170.6,20.39216,12,29.5301,15.70141,27.10947,0,0,0.3201067,0.104546
28.534,0,14.346,796.75,195.8,33.8,170.6,19.21569,11,29.5301,15.70106,27.11008,0,0,0.2706824,0.08840413
28.913,0,14.346,782.75,195.8,33.8,170.6,20,12,29.5301,15.70068,27.11073,0,0,0.3595362,0.1174235
29.346,0,14.346,761.5,195.8,33.8,170.6,19.60784,11,29.5301,15.70017,27.11161,0,0,0.3243173,0.1059211
29.729,0,14.346,731,195.8,33.8,170.6,20.39216,12,29.5301,15.69977,27.11231,0,0,0.3242776,0.1059082
30.170,0,14.346,711.5,195.8,33.8,170.6,20.78431,13,29.5301,15.69943,27.11289,0,0,0.248465,0.08114798
30.550,0,14.346,700.75,195.8,33.8,170.6,21.17647,13,29.5301,15.69912,27.11343,0,0,0.2599906,0.08491221
31.051,0,14.346,694.5,195.8,33.8,170.6,21.17647,14,29.5301,15.69877,27.11403,0,0,0.244067,0.07971162
31.385,0,14.321,695.75,195.8,33.8,172.4,20.78431,14,29.5301,15.69846,27.11457,0,0,0.2819633,0.09208844
31.828,0,14.321,706.5,195.8,33.8,172.4,21.17647,14,29.5301,15.69801,27.11534,0,0,0.280201,0.09151289
32.190,0,14.321,711.5,195.8,33.8,172.4,20,13,29.5301,15.69766,27.11595,0,0,0.3312967,0.1082006
32.551,0,14.321,708.5,195.8,33.8,172.4,20.39216,13,29.5301,15.69724,27.11667,0,0,0.2880872,0.09408849
32.928,0,14.321,696,195.8,33.8,172.4,20.78431,13,29.5301,15.69696,27.11716,0,0,0.258149,0.08431074
33.379,0,14.321,694.75,195.8,33.8,172.4,21.96078,14,29.5301,15.69665,27.1177,0,0,0.2784047,0.09092622
33.750,0,14.321,696.5,195.8,33.8,172.4,21.56863,14,29.5301,15.69624,27.1184,0,0,0.3269012,0.106765
34.146,0,14.321,711,195.8,33.8,172.4,21.17647,14,29.5301,15.69583,27.11912,0,0,0.2881577,0.09411151
34.509,0,14.321,723.5,195.8,33.8,172.4,19.60784,13,29.5301,15.69544,27.11979,0,0,0.3410098,0.1113729
35.097,0,14.321,707.25,195.8,33.8,172.4,21.17647,13,29.5301,15.69501,27.12053,0,0,0.3488869,0.1139455
35.574,0,14.185,699.5,195.8,33.8,172.4,21.17647,14,29.5301,15.69473,27.121,0,0,0.2414163,0.0788459
35.978,0,14.185,699.75,195.8,33.8,172.4,20.78431,14,29.5301,15.69394,27.12238,0,0,0.3559678,0.1162581
36.339,0,14.185,702.75,195.8,33.8,172.4,21.17647,14,29.5301,15.69351,27.12311,0,0,0.3612655,0.1179883
36.782,0,14.185,705,195.8,33.8,172.4,20.39216,14,29.5301,15.6931,27.12383,0,0,0.3542489,0.1156967
37.217,0,14.185,710.5,195.8,33.8,172.4,20.39216,13,29.5301,15.69271,27.12451,0,0,0.3392267,0.1107905
37.637,0,14.185,718.25,195.8,33.8,172.4,20.39216,13,29.5301,15.69223,27.12534,0,0,0.2995402,0.09782901
38.001,0,14.185,720.25,195.8,33.8,172.4,20.39216,13,29.5301,15.6919,27.1259,0,0,0.2731269,0.08920249
38.437,0,14.185,714.5,195.8,33.8,172.4,20.78431,13,29.5301,15.69153,27.12655,0,0,0.2898669,0.09466974
38.826,0,14.185,706.5,195.8,33.8,172.4,20.78431,13,29.5301,15.69118,27.12715,0,0,0.3101312,0.101288
39.321,0,14.185,697.75,195.8,33.8,172.4,21.17647,14,29.5301,15.69073,27.12793,0,0,0.3119028,0.1018666
39.716,0,14.258,702.25,195.8,33.8,172.4,21.17647,14,29.5301,15.69034,27.12859,0,0,0.32604,0.1064838
40.201,0,14.258,705.5,195.8,33.8,172.4,21.17647,14,29.5301,15.6898,27.12954,0,0,0.3198619,0.104466
40.622,0,14.258,708,195.8,33.8,172.4,21.17647,14,29.5301,15.68944,27.13017,0,0,0.3180899,0.1038873
41.009,0,14.258,697.75,195.8,33.8,172.4,21.17647,14,29.5301,15.68893,27.13103,0,0,0.3269412,0.1067781
41.341,0,14.258,703,195.8,33.8,172.4,20.78431,14,29.5301,15.68855,27.1317,0,0,0.3057633,0.09986146
41.812,0,14.258,700.5,195.8,33.8,172.4,21.17647,14,29.5301,15.68819,27.13232,0,0,0.3022387,0.09871032
42.209,0,14.258,702.25,195.8,33.8,172.4,21.56863,14,29.5301,15.68785,27.13291,0,0,0.3075162,0.100434
42.640,0,14.258,701.75,195.8,33.8,172.4,20.78431,14,29.5301,15.6874,27.13369,0,0,0.3031384,0.09900416
43.026,0,14.258,704.25,195.8,33.8,172.4,20.78431,14,29.5301,15.68702,27.13434,0,0,0.2969335,0.09697767
43.605,0,14.258,707.25,195.8,33.8,172.4,20.78431,14,29.5301,15.68658,27.13509,0,0,0.3198521,0.1044628
44.130,0,14.204,701,197.6,33.8,172.4,21.56863,14,29.5301,15.68625,27.13568,0,0,0.2802096,0.09151569
44.542,0,14.204,700.75,197.6,33.8,172.4,21.96078,14,29.5301,15.68551,27.13696,0,0,0.3233668,0.1056107
44.907,0,14.204,708.75,197.6,33.8,172.4,21.96078,14,29.5301,15.68517,27.13755,0,0,0.306682,0.1001615
45.322,0,14.204,710.25,197.6,33.8,172.4,20.78431,14,29.5301,15.68468,27.13838,0,0,0.3569035,0.1165637
45.740,0,14.204,711.25,197.6,33.8,172.4,21.56863,14,29.5301,15.68427,27.13911,0,0,0.3560549,0.1162866
46.159,0,14.204,712.75,197.6,33.8,172.4,23.13725,15,29.5301,15.68378,27.13994,0,0,0.3701448,0.1208883
46.566,0,14.204,690.25,197.6,33.8,172.4,24.70588,16,29.5301,15.68335,27.1407,0,0,0.3322998,0.1085282
47.031,0,14.204,681.75,197.6,33.8,172.4,25.09804,17,29.5301,15.68293,27.14141,0,0,0.3244662,0.1059698
47.392,0,14.204,691.75,197.6,33.8,172.4,25.09804,17,29.5301,15.6825,27.14217,0,0,0.3297968,0.1077107
47.902,0,14.204,699.75,197.6,33.8,172.4,24.31373,17,29.5301,15.68194,27.14313,0,0,0.4003538,0.1307545
48.280,0,14.194,707,197.6,33.8,174.2,23.92157,17,29.5301,15.68159,27.14374,0,0,0.3139434,0.1025331
48.720,0,14.194,707.5,197.6,33.8,174.2,24.31373,17,29.5301,15.68099,27.14477,0,0,0.3580366,0.1169338
49.092,0,14.194,700,197.6,33.8,174.2,24.70588,17,29.5301,15.68057,27.14549,0,0,0.3518528,0.1149142
49.505,0,14.194,696,197.6,33.8,174.2,24.70588,17,29.5301,15.68005,27.1464,0,0,0.3792246,0.1238537
49.851,0,14.194,696,197.6,33.8,174.2,24.31373,17,29.5301,15.67961,27.14716,0,0,0.3977448,0.1299024
50.339,0,14.194,697.5,197.6,33.8,174.2,25.09804,17,29.5301,15.67908,27.14808,0,0,0.4021544,0.1313425
50.705,0,14.194,696,197.6,33.8,174.2,24.70588,17,29.5301,15.67863,27.14886,0,0,0.4030487,0.1316346
51.091,0,14.194,710.75,197.6,33.8,174.2,24.31373,17,29.5301,15.67814,27.14972,0,0,0.3254675,0.1062968
51.431,0,14.194,716,197.6,33.8,174.2,23.92157,17,29.5301,15.67767,27.15053,0,0,0.381882,0.1247216
51.984,0,14.194,715.25,197.6,33.8,174.2,24.70588,17,29.5301,15.67725,27.15124,0,0,0.3704167,0.1209771
52.487,0,14.321,705.5,195.8,33.8,174.2,24.70588,17,29.5301,15.67682,27.15199,0,0,0.3871737,0.1264499
52.882,0,14.321,708.5,195.8,33.8,174.2,24.70588,17,29.5301,15.67599,27.15344,0,0,0.3942413,0.1287581
53.280,0,14.321,707,195.8,33.8,174.2,24.70588,17,29.5301,15.67548,27.15432,0,0,0.4083529,0.1333669
53.772,0,14.321,711.75,195.8,33.8,174.2,24.70588,17,29.5301,15.675,27.15515,0,0,0.3942413,0.1287581
54.159,0,14.321,703.5,195.8,33.8,174.2,25.09804,17,29.5301,15.67454,27.15595,0,0,0.3836224,0.12529
54.578,0,14.321,715.25,195.8,33.8,174.2,24.70588,17,29.5301,15.6739,27.15705,0,0,0.3783543,0.1235695
54.949,0,14.321,706.5,195.8,33.8,174.2,25.09804,17,29.5301,15.67354,27.15768,0,0,0.3360106,0.1097401
55.415,0,14.321,712,195.8,33.8,174.2,24.31373,17,29.5301,15.67299,27.15864,0,0,0.4118934,0.1345232
55.795,0,14.321,711.75,195.8,33.8,174.2,25.09804,17,29.5301,15.67251,27.15947,0,0,0.4066138,0.132799
56.272,0,14.321,726.25,195.8,33.8,174.2,23.92157,17,29.5301,15.672,27.16034,0,0,0.3475074,0.113495
56.657,0,14.253,726.25,195.8,33.8,174.2,24.31373,17,29.5301,15.6715,27.16121,0,0,0.4119186,0.1345315
57.109,0,14.253,711,195.8,33.8,174.2,21.17647,16,29.5301,15.67096,27.16215,0,0,0.3616305,0.1181075
57.494,0,14.253,711.25,195.8,33.8,174.2,22.7451,16,29.5301,15.67052,27.16291,0,0,0.3810467,0.1244488
57.905,0,14.253,748.75,195.8,33.8,174.2,20.78431,14,29.5301,15.67002,27.16378,0,0,0.3305774,0.1079657
58.283,0,14.253,763,195.8,33.8,174.2,20,13,29.5301,15.66967,27.16439,0,0,0.3067289,0.1001768
58.738,0,14.253,749.25,195.8,33.8,174.2,20.78431,13,29.5301,15.66928,27.16505,0,0,0.2855315,0.09325381
59.066,0,14.253,730,195.8,33.8,174.2,21.56863,14,29.5301,15.66889,27.16574,0,0,0.3507884,0.1145665
59.435,0,14.253,728.5,195.8,33.8,174.2,21.17647,14,29.5301,15.6684,27.16658,0,0,0.3525836,0.1151528
59.811,0,14.253,720.25,195.8,33.8,174.2,21.17647,14,29.5301,15.66802,27.16724,0,0,0.3437479,0.1122671
60.387,0,14.253,720.75,195.8,33.8,174.2,20.39216,13,29.5301,15.66764,27.16791,0,0,0.3498535,0.1142612
60.917,0,14.233,713.5,195.8,33.8,174.2,21.17647,13,29.5301,15.66727,27.16854,0,0,0.2925548,0.0955476
61.325,0,14.233,705.75,195.8,33.8,174.2,21.17647,13,29.5301,15.66649,27.1699,0,0,0.3568707,0.116553
61.710,0,14.233,704.25,195.8,33.8,174.2,20.78431,14,29.5301,15.66604,27.17069,0,0,0.3533353,0.1153983
62.185,0,14.233,703.75,195.8,33.8,174.2,20.78431,13,29.5301,15.66561,27.17143,0,0,0.3524326,0.1151035
62.580,0,14.233,707.75,195.8,33.8,174.2,20.78431,13,29.5301,15.66517,27.17219,0,0,0.346265,0.1130892
62.990,0,14.233,704.75,195.8,33.8,174.2,20.39216,13,29.5301,15.66467,27.17307,0,0,0.3268912,0.1067618
63.341,0,14.233,699.5,195.8,33.8,174.2,20.78431,13,29.5301,15.66428,27.17374,0,0,0.3286233,0.1073275
63.808,0,14.233,693.5,195.8,33.8,174.2,21.17647,13,29.5301,15.66386,27.17447,0,0,0.3418491,0.111647
64.169,0,14.233,694.5,195.8,33.8,174.2,21.17647,14,29.5301,15.66347,27.17515,0,0,0.355065,0.1159632
64.682,0,14.233,695.25,195.8,33.8,174.2,21.17647,14,29.5301,15.66306,27.17584,0,0,0.2766596,0.09035625
65.078,0,14.312,706,195.8,33.8,174.2,20.78431,14,29.5301,15.66273,27.17643,0,0,0.2740331,0.08949845
65.516,0,14.312,703.5,195.8,33.8,174.2,21.17647,13,29.5301,15.66231,27.17716,0,0,0.2792943,0.09121674
65.877,0,14.312,703.5,195.8,33.8,174.2,21.17647,13,29.5301,15.66196,27.17776,0,0,0.2757701,0.09006574
66.286,0,14.312,704.75,195.8,33.8,174.2,21.17647,14,29.5301,15.66151,27.17854,0,0,0.3339299,0.1090606
66.673,0,14.312,701,195.8,33.8,174.2,21.17647,14,29.5301,15.6611,27.17925,0,0,0.3286434,0.107334
67.153,0,14.312,699.25,195.8,33.8,174.2,22.35294,14,29.5301,15.6607,27.17995,0,0,0.3348109,0.1093483
67.492,0,14.312,705,195.8,33.8,174.2,21.56863,14,29.5301,15.66029,27.18065,0,0,0.3189612,0.1041719
67.861,0,14.312,706,195.8,33.8,174.2,21.56863,14,29.5301,15.65985,27.18141,0,0,0.3040196,0.09929197
68.206,0,14.312,703,195.8,33.8,174.2,21.56863,14,29.5301,15.65953,27.18198,0,0,0.297842,0.09727437
68.810,0,14.312,708.75,195.8,33.8,174.2,21.17647,14,29.5301,15.65916,27.18262,0,0,0.3339912,0.1090806
69.294,0,14.136,678,194,33.8,174.2,30.58824,18,29.5301,15.65868,27.18345,0,0,0.4088343,0.1335241
69.693,0,14.136,755.25,194,33.8,174.2,27.84314,21,29.5301,15.65771,27.18514,0,0,0.4348919,0.1420345
70.087,0,14.136,684.5,194,33.8,174.2,28.62745,21,29.5301,15.65716,27.18609,0,0,0.4570428,0.1492689
70.532,0,14.136,669.25,194,33.8,174.2,32.94118,23,29.5301,15.65663,27.18701,0,0,0.4378064,0.1429864
70.909,0,14.136,716.5,194,33.8,174.2,28.23529,22,29.5301,15.65613,27.18788,0,0,0.4054083,0.1324053
71.294,0,14.136,697.5,194,33.8,174.2,30.19608,22,29.5301,15.65553,27.18892,0,0,0.4505366,0.147144
71.632,0,14.136,702.75,194,33.8,174.2,30.58824,22,29.5301,15.65493,27.18997,0,0,0.4881936,0.1594427
72.117,0,14.136,715,194,33.8,174.2,29.41176,22,29.5301,15.65438,27.19092,0,0,0.476951,0.1557709
72.471,0,14.136,716.5,194,33.8,174.2,29.01961,21,29.5301,15.65388,27.19178,0,0,0.4202946,0.1372671
72.967,0,14.136,707,194,33.8,174.2,29.41176,21,29.5301,15.65322,27.19294,0,0,0.4679464,0.15283
73.321,0,14.287,714.75,194,33.8,174.2,29.01961,21,29.5301,15.65269,27.19386,0,0,0.4667876,0.1524515
73.770,0,14.287,717.75,194,33.8,174.2,28.23529,21,29.5301,15.65206,27.19495,0,0,0.4070444,0.1329396
74.147,0,14.287,710.25,194,33.8,174.2,27.84314,21,29.5301,15.65151,27.19591,0,0,0.4700087,0.1535036
74.602,0,14.287,711,194,33.8,174.2,28.62745,21,29.5301,15.651,27.19679,0,0,0.3584467,0.1170677
74.982,0,14.287,716.5,194,33.8,174.2,28.23529,20,29.5301,15.65053,27.19761,0,0,0.4034243,0.1317573
75.453,0,14.287,711,194,33.8,174.2,28.23529,20,29.5301,15.65,27.19852,0,0,0.3893189,0.1271505
75.842,0,14.287,713,194,33.8,174.2,28.62745,20,29.5301,15.64952,27.19937,0,0,0.3849266,0.125716
76.198,0,14.287,708,194,33.8,174.2,28.62745,21,29.5301,15.64885,27.20053,0,0,0.47122,0.1538992
76.593,0,14.287,706,194,33.8,174.2,28.62745,21,29.5301,15.64828,27.20152,0,0,0.4668304,0.1524655
77.200,0,14.287,710.75,194,33.8,174.2,28.23529,20,29.5301,15.64777,27.2024,0,0,0.4491729,0.1466987
77.722,0,14.253,711,192.2,33.8,174.2,28.23529,20,29.5301,15.64724,27.20333,0,0,0.4271808,0.1395161
78.102,0,14.253,706,192.2,33.8,174.2,28.23529,20,29.5301,15.64621,27.20512,0,0,0.4597698,0.1501596
78.476,0,14.253,697.5,192.2,33.8,174.2,29.01961,21,29.5301,15.64564,27.20611,0,0,0.440406,0.1438354
78.873,0.6213712,14.253,698.25,192.2,33.8,174.2,28.62745,21,29.5301,15.64518,27.20699,13.72133,1.428129,0.4350945,0.1421007
79.266,1.242742,14.253,692,192.2,33.8,174.2,28.23529,21,29.5301,15.64482,27.20779,6.207741,3.156677,0.3936869,0.1285771
79.664,1.242742,14.253,700.25,192.2,33.8,174.2,28.23529,21,29.5301,15.64435,27.20877,6.832264,2.868132,0.4332933,0.1415124
80.086,1.242742,14.253,704,192.2,33.8,174.2,28.23529,20,29.5301,15.64398,27.20957,6.082567,3.221639,0.3857485,0.1259844
80.490,1.864114,14.253,693.75,192.2,33.8,174.2,28.23529,21,29.5301,15.64358,27.21054,4.67548,4.191192,0.4447693,0.1452604
80.867,1.864114,14.253,698.75,192.2,33.8,174.2,29.41176,21,29.5301,15.64313,27.21158,4.98996,3.927053,0.4746851,0.1550309
81.332,2.485485,14.253,711.75,192.2,33.8,174.2,28.23529,21,29.5301,15.64286,27.21242,2.888702,6.783613,0.3663954,0.1196637
81.733,2.485485,14.297,736.25,192.2,33.8,176,27.05882,20,29.5301,15.64256,27.21326,3.374472,5.807082,0.4280092,0.1397866
82.231,2.485485,14.297,730,192.2,33.8,176,27.45098,20,29.5301,15.64221,27.21427,3.103586,6.313933,0.3936508,0.1285653
82.605,3.106856,14.297,730,192.2,33.8,176,27.84314,20,29.5301,15.64185,27.21533,2.871685,6.823811,0.4552963,0.1486985
83.038,3.106856,14.297,728.75,192.2,33.8,176,30.19608,20,29.5301,15.6416,27.21629,2.343934,8.360232,0.3716232,0.1213711
83.401,3.106856,14.297,726.25,192.2,33.8,176,31.37255,22,29.5301,15.64122,27.21737,3.27181,5.989295,0.5187349,0.1694174
83.872,3.106856,14.297,739.25,192.2,33.8,176,30.98039,22,29.5301,15.64088,27.21842,2.938339,6.669018,0.4658641,0.1521499
84.231,3.106856,14.297,745.75,192.2,33.8,176,34.90196,26,29.5301,15.64047,27.21956,3.432691,5.708593,0.544242,0.1777479
84.632,3.106856,14.297,826.5,192.2,33.8,176,34.5098,28,29.5301,15.63985,27.22112,3.965803,4.941202,0.6287652,0.205353
84.977,3.106856,14.297,947.5,192.2,33.8,176,34.11765,29,29.5301,15.63922,27.2226,4.644001,4.219602,0.7362913,0.2404707
85.572,3.106856,14.297,1033.5,192.2,33.8,176,27.84314,26,29.5301,15.63868,27.22398,3.941876,4.971195,0.6249716,0.204114
86.108,3.728227,14.346,1006.25,192.2,33.8,176,29.01961,23,29.5301,15.63835,27.22502,2.983523,6.568019,0.5676335,0.1853875
86.517,4.349598,14.346,1031.25,192.2,33.8,176,29.41176,23,29.5301,15.6377,27.22724,2.5295,7.746922,0.5614615,0.1833718
86.889,4.97097,14.346,1083,192.2,33.8,176,29.41176,23,29.5301,15.6373,27.22862,2.425781,8.078156,0.6153594,0.2009747
87.317,4.97097,14.346,1133.5,192.2,33.8,176,29.41176,24,29.5301,15.63681,27.2302,2.872166,6.822669,0.728596,0.2379575
87.682,5.592341,14.346,1180,192.2,33.8,176,28.23529,23,29.5301,15.63643,27.23155,2.432126,8.05708,0.6940902,0.226688
88.094,5.592341,14.346,1229,192.2,33.8,176,26.27451,22,29.5301,15.6359,27.23331,2.658298,7.371571,0.7586362,0.2477685
88.470,5.592341,14.346,1261.5,192.2,33.8,176,21.56863,18,29.5301,15.63555,27.23463,2.382408,8.225223,0.6799014,0.2220539
88.956,6.213712,14.346,1258.75,192.2,33.8,176,18.43137,13,29.5301,15.63546,27.23573,1.441439,13.59464,0.4570708,0.1492781
89.388,6.213712,14.346,1248.75,192.2,33.8,176,17.64706,9,29.5301,15.63535,27.23669,1.46941,13.33586,0.4659402,0.1521748
89.892,6.213712,14.346,1081,192.2,33.8,176,19.60784,11,29.5301,15.63528,27.23793,1.396958,14.02751,0.4429663,0.1446716
